,MLSAreaMajor,Stories,ViewYN,NewConstructionYN,Levels,PoolPrivateYN,BuyerOfficeAOR,GarageSpaces,LotSizeAcres,LotSizeSquareFeet,LotSizeArea,BuyerOfficeName,BuyerAgentFirstName,BuyerAgentMlsId,StreetNumberNumeric,UnparsedAddress,City,YearBuilt,FireplaceYN,BuyerAgentLastName,LivingArea,Latitude,Longitude,BuyerAgentAOR,BathroomsTotalInteger,ClosePrice,CloseDate,PropertyType,MlsStatus,ParkingTotal,PropertySubType,CountyOrParish,BedroomsTotal,StateOrProvince,PurchaseContractDate,ContractStatusChangeDate,PostalCode
5457,264 - Fontana,2.0,False,False,Two,False,PacificWest,2.0,0.1033,4500.0,4500.0,RE/MAX One,Andres,PCORTAND,11431.0,11431 Larchwood Drive,Fontana,1986.0,False,Cortez,1500.0,34.045343,-117.491009,OrangeCounty,3.0,650000.0,2025-02-21,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-01-27,2025-02-21,92337
5458,Unknown,1.0,False,False,One,False,ContraCosta,2.0,0.2204,9600.0,9600.0,The Agency,Mark,CCBE-159520407,287.0,287 Waterman Ct,Danville,1966.0,False,Kennedy,2251.0,37.79370011,-121.97396334,BayEast,3.0,1990000.0,2025-02-21,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-01-22,2025-02-21,94526
5459,Unknown,1.0,False,False,Unknown,False,Mlslistings,2.0,0.1377,6000.0,6000.0,Alex Varum Broker,Alexander,BMLS-MLL1592753,6426.0,6426 Waldo AVE,El Cerrito,1974.0,False,Varum,1576.0,37.910021,-122.305852,Delta,0.0,1103000.0,2025-02-14,ResidentialIncome,Closed,5.0,Apartment,Contra Costa,3.0,CA,2025-02-08,2025-02-14,94530
5460,VAL1 - Valencia 1,1.0,False,False,One,False,Southland,2.0,0.1226,5339.0,5339.0,"Pinnacle Estate Properties, Inc.",Michael,F207020153,26139.0,26139 Galvez Court,Valencia,1986.0,False,Fava,1128.0,34.4141,-118.547745,Southland,2.0,3450.0,2025-02-20,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-25,2025-02-20,91355
5461,C19 - Beverly Center-Miracle Mile,2.0,False,False,Two,False,BeverlyHillsGreaterLa,2.0,0.172,7493.0,7493.0,Jeffrey Brandon Lloyd,Jeffrey,CLW-X19083,6229.0,6229 Commodore Sloat Drive,Los Angeles,1938.0,False,Lloyd,2195.0,34.059151,-118.366071,BeverlyHillsGreaterLa,3.0,5500.0,2025-02-20,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,,2025-02-20,90048
5462,92084 - Vista,1.0,False,False,One,False,NorthSanDiegoCounty,2.0,0.4382,19090.0,19090.0,AARE,Sharyn,112311,939.0,939 Beverly Drive,Vista,1985.0,False,Seymour,1616.0,33.211490000000005,-117.212506,NorthSanDiegoCounty,2.0,895000.0,2025-02-10,Residential,Closed,7.0,SingleFamilyResidence,San Diego,3.0,CA,2025-01-17,2025-02-10,92084
5463,92026 - Escondido,1.0,False,False,One,False,SanDiego,2.0,0.0,0.0,0.0,1850 Realty,Carol,SAND-661453,1810.0,1810 Nova Glen,Escondido,1986.0,False,Farrar,1246.0,33.148283,-117.109279,NorthSanDiegoCounty,2.0,475000.0,2025-02-24,ManufacturedInPark,Closed,2.0,Unknown,San Diego,2.0,CA,2025-01-28,2025-02-24,92026
5464,92037 - La Jolla,1.0,False,False,One,False,SanDiego,3.0,0.1674,7264.5,7020.0,Berkshire Hathaway HomeServices California Properties,Eric,SAND-604282,1141.0,1141 Muirlands Vista Way,La Jolla,1959.0,False,Chodorow,4300.0,32.82845445,-117.26427576,SanDiego,5.0,25000.0,2025-02-19,ResidentialLease,Closed,3.0,SingleFamilyResidence,San Diego,4.0,CA,2025-02-19,2025-02-19,92037
5465,Unknown,1.0,False,False,One,False,ContraCosta,3.0,0.2824,12300.0,12300.0,Christie's Intl RE Sereno,Ron,CCBE-159511025,652.0,652 Thornhill Rd,Danville,1972.0,False,Kooyman,2311.0,37.81862196,-121.97936981,ContraCosta,3.0,2300000.0,2025-02-07,Residential,Closed,3.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-01-22,2025-02-07,94526
5466,659 - Sunland/Tujunga,1.0,False,False,One,False,Glendale,2.0,0.3264,14219.0,14219.0,JohnHart Real Estate,Nick,G165110918,9409.0,9409 Charrick Drive,Tujunga,1963.0,False,Khachian,1908.0,34.239193,-118.283818,Burbank,2.0,1530000.0,2025-02-28,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-01-31,2025-02-28,91042
5467,C14 - Santa Monica,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.1004,4375.0,4375.0,ENGEL & VÖLKERS Santa Monica,Julie,CLW-C112208,701.0,701 MARINE Street,Santa Monica,1897.0,False,Kirschbaum,1567.0,34.00254,-118.47376,BeverlyHillsGreaterLa,3.0,2565000.0,2025-02-14,ResidentialIncome,Closed,2.0,Unknown,Los Angeles,4.0,CA,2025-01-24,2025-02-14,90405
5468,C16 - Mid Los Angeles,1.0,False,False,One,False,Claw,2.0,0.2066,9000.0,9000.0,"Ingenious Asset Group, Inc.",Vineendra,CLW-C108247,5107.0,5107 W 20th Street 5107,Los Angeles,1940.0,False,Jain,1576.0,34.040273,-118.351485,BeverlyHillsGreaterLa,1.0,1795.0,2025-02-27,ResidentialLease,Closed,1.0,Apartment,Los Angeles,1.0,CA,,2025-02-27,90016
5469,SRCAR - Southwest Riverside County,2.0,False,False,Two,False,SouthwestRiversideCounty,2.0,0.27,11761.0,11761.0,Prime Home Realty,Michael,tvitomic,5.0,5 Vista Palermo,Lake Elsinore,1999.0,False,Vito,2951.0,33.680424,-117.290423,SouthwestRiversideCounty,4.0,4600.0,2025-02-22,ResidentialLease,Closed,2.0,SingleFamilyResidence,Riverside,5.0,CA,2025-02-21,2025-02-22,92532
5470,C08 - Cheviot Hills/Rancho Park,1.0,False,False,ThreeOrMore,False,OutOfAreaBoard,2.0,0.1904,8294.0,8294.0,Compass,David,CLW-X63484,3077.0,3077 Earlmar Drive,Los Angeles,2024.0,False,Kelmenson,6540.0,34.036396,-118.405118,BeverlyHillsGreaterLa,8.0,8300000.0,2025-02-27,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,6.0,CA,2025-01-28,2025-02-27,90064
5471,334 - South End Palm Springs,1.0,False,False,One,False,PalmSprings,2.0,0.21,9148.0,9148.0,Compass,TTK,PS45050,2945.0,2945 E Orella Circle,Palm Springs,1977.0,False,Represents,1860.0,33.806045000000005,-116.514131,PalmSprings,2.0,1175000.0,2025-02-27,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-02-14,2025-02-27,92264
5472,699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,1.0,0.0178,776.0,776.0,Preferred Properties,Carol,ML139784,0.0,0 SW Corner of Mission & 3rd A7,Carmel,1970.0,False,Crandall,950.0,34.037131,-118.05565,Mlslistings,1.0,1525000.0,2025-02-04,Residential,Closed,1.0,Condominium,Monterey,1.0,CA,2025-01-24,2025-02-04,93921
5473,92128 - Rancho Bernardo,2.0,False,False,Two,False,NorthSanDiegoCounty,2.0,1.4828,64590.0,64590.0,Berkshire Hathaway HomeService,Shelly,109783,12520.0,12520 Heatherton Court 6,San Diego,1997.0,False,Wu,1313.0,32.94559596,-117.08984179,SanDiego,2.0,840000.0,2025-02-05,Residential,Closed,2.0,Townhouse,San Diego,3.0,CA,2025-01-20,2025-02-05,92128
5474,C14 - Santa Monica,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.6895,30033.0,30033.0,Compass,robbie,CLW-X61553,1040.0,1040 4th Street 207,Santa Monica,1990.0,False,sikora,1565.0,34.020762,-118.500764,BeverlyHillsGreaterLa,3.0,1650000.0,2025-02-28,Residential,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-02-04,2025-02-28,90403
5475,288 - Running Springs,1.0,False,False,Unknown,False,TheInlandGateway,2.0,0.2204,9600.0,9600.0,KELLER WILLIAMS LAKE ARROWHEAD,JAIME,EVBRANJAI,0.0,0 Thule Lane,Running Springs,1979.0,False,BRANDON,1576.0,34.206626,-117.094368,NorthSanDiegoCounty,2.0,29900.0,2025-02-20,Land,Closed,2.0,Unknown,San Bernardino,3.0,CA,2025-01-29,2025-02-20,92382
5476,NPMO - Nipomo,1.0,False,False,One,False,PismoCoast,2.0,0.1652,7198.0,7198.0,"eXp Realty of California, Inc.",Anna,pi02148806,919.0,919 Lilly Court,Nipomo,2007.0,False,Vela,2336.0,35.038915,-120.553132,PismoCoast,3.0,1222000.0,2025-02-20,Residential,Closed,2.0,SingleFamilyResidence,San Luis Obispo,3.0,CA,2025-01-20,2025-02-20,93444
5477,"2 - Belmont Heights, Alamitos Heights",1.0,False,False,One,False,PacificWest,2.0,0.5114,22275.0,22275.0,Keller Williams Pacific Estate,Taja,PWBROTAJ,2121.0,2121 E 1st Street 303,Long Beach,1972.0,False,Brown,862.0,33.765448,-118.165785,PacificWest,1.0,528000.0,2025-02-13,Residential,Closed,2.0,Condominium,Los Angeles,1.0,CA,2025-01-23,2025-02-13,90803
5478,135 - South East Torrance - East,1.0,False,False,One,False,SouthBay,0.0,0.1674,7264.5,7020.0,"eXp Realty of California, Inc.",Lisa,SBDIMELIS,23701.0,23701 Western 210,Torrance,1971.0,False,DiMercurio,1040.0,33.809839000000004,-118.31016,SouthBay,2.0,55000.0,2025-02-21,ManufacturedInPark,Closed,0.0,Unknown,Los Angeles,3.0,CA,2025-01-20,2025-02-21,90501
5479,92078 - San Marcos,2.0,False,False,Two,False,NorthSanDiegoCounty,2.0,0.1343,5852.0,5852.0,HomeSmart Realty West,Dale,130235,1748.0,1748 Kenwood Place,San Marcos,2003.0,False,Perkins,1673.0,33.095504,-117.194632,NorthSanDiegoCounty,3.0,1300000.0,2025-02-20,Residential,Closed,2.0,SingleFamilyResidence,San Diego,3.0,CA,2025-01-20,2025-02-20,92078
5480,Unknown,1.0,False,False,One,False,BayEast,2.0,0.1377,6000.0,6000.0,Compass,Brenda,CCBE-206538861,1444.0,1444 El Padro Dr,Livermore,1965.0,False,Vance,1519.0,37.66495752,-121.79171115,BayEast,2.0,1245000.0,2025-02-06,Residential,Closed,2.0,SingleFamilyResidence,Alameda,3.0,CA,2025-01-23,2025-02-06,94550
5481,Unknown,2.0,False,False,Two,False,Mlslistings,2.0,0.1757,7653.0,7653.0,Legacy Real Estate & Assoc.,Ritu,CCBE-MLL1631135,3146.0,3146 Chateau Way,Livermore,1989.0,False,Jain,1662.0,37.67233367,-121.75500486,BayEast,3.0,1375000.0,2025-02-24,Residential,Closed,2.0,SingleFamilyResidence,Alameda,4.0,CA,2025-01-27,2025-02-24,94550
5482,"6 - Bixby, Bixby Knolls, Los Cerritos",2.0,False,False,Two,False,Downey,2.0,0.1435,6250.0,6250.0,Zaia Estates,Shannon,DWPAUSHA,3953.0,3953 Gaviota Avenue,Long Beach,1937.0,False,Paul,2386.0,33.830481,-118.17117,Downey,2.0,1265000.0,2025-02-20,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-01-27,2025-02-20,90807
5483,654 - San Gabriel,1.0,False,False,One,False,PacificWest,0.0,0.0958,4171.0,4171.0,Century 21 Cornerstone,Cristina,PWSANCRI,1315.0,1315 S Gladys Avenue,San Gabriel,1946.0,False,Sanchez,720.0,34.083943,-118.089582,CitrusValley,2.0,620000.0,2025-02-25,Residential,Closed,0.0,SingleFamilyResidence,Los Angeles,1.0,CA,2025-01-25,2025-02-25,91776
5484,259 - Moreno Valley,1.0,False,False,One,False,CitrusValley,0.0,0.2,8712.0,8712.0,KPM INVESTMENT ENTERPRISES INC,SOCORRO,C19499,22743.0,22743 Glendon Drive,Moreno Valley,1983.0,False,MALDONADO,1080.0,33.945066,-117.266137,CitrusValley,1.0,1600.0,2025-02-12,ResidentialLease,Closed,0.0,SingleFamilyResidence,Riverside,1.0,CA,2025-02-12,2025-02-12,92557
5485,680 - Mount Washington,1.0,False,False,One,False,Southland,2.0,0.0918,4000.0,4000.0,Pinnacle Estate Properties,Anna,F207018966,1737.0,1737 Kilbourn Street,Mount Washington,1922.0,False,Elikuchukyan,769.0,34.102234,-118.230745,Glendale,1.0,1031250.0,2025-02-25,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-02-06,2025-02-25,90065
5486,GH - Granada Hills,2.0,False,False,Two,False,Claw,2.0,0.1584,6902.0,6902.0,Perch Properties,Janaka,CLW-C104432,11415.0,11415 Stranwood Avenue,Granada Hills,1956.0,False,Perera,1404.0,34.277741,-118.4728,OutOfAreaBoard,2.0,3700.0,2025-02-15,ResidentialLease,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,,2025-02-15,91344
5487,C34 - Los Angeles Southwest,1.0,False,False,Unknown,False,RanchoSoutheast,3.0,0.1076,4689.0,4689.0,Realty ONE Group United,Revonte,rsmckirev,223.0,223 E 83rd Street,Los Angeles,1925.0,False,McKizzie,1576.0,33.96397,-118.270897,RanchoSoutheast,2.0,527000.0,2025-02-11,ResidentialIncome,Closed,3.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-22,2025-02-11,90003
5488,Unknown,1.0,False,False,One,False,ContraCosta,1.0,0.1148,5000.0,5000.0,Real Broker,Xavier,BMLS-159535818,1568.0,1568 Merced St,Richmond,1950.0,False,Nelson,1143.0,37.91166471,-122.31497117,Oakland,2.0,870000.0,2025-02-11,Residential,Closed,1.0,SingleFamilyResidence,Contra Costa,3.0,CA,2025-01-28,2025-02-11,94804
5489,C10 - West Hollywood Vicinity,1.0,False,False,One,False,OutOfAreaBoard,2.0,0.64,27877.0,27877.0,Compass,Andrew,CLW-C116624,1134.0,1134 Alta Loma Road 201,West Hollywood,1972.0,False,Jevin,724.0,34.091576,-118.37734,BeverlyHillsGreaterLa,1.0,3000.0,2025-02-22,ResidentialLease,Closed,0.0,Condominium,Los Angeles,1.0,CA,,2025-02-22,90069
5490,92139 - Paradise Hills,2.0,False,False,Two,False,SanDiego,2.0,0.0526,2290.0,2290.0,HomeSmart Realty West,Rose,SAND-622276,1365.0,1365 Manzana Way,San Diego,1986.0,False,Oropesa-Ford,1980.0,32.692543,-117.024648,PacificSouthwest,3.0,715000.0,2025-02-20,Residential,Closed,4.0,SingleFamilyResidence,San Diego,4.0,CA,2025-01-21,2025-02-20,92139
5491,"RH - Bellflower N of Alondra, E of Bellflower",1.0,False,False,One,False,RanchoSoutheast,2.0,0.1276,5560.0,5560.0,Berkshire Hathaway Hm Ser,Maria,RPALMARI,9825.0,9825 Hoback Street,Bellflower,1958.0,False,Palacios,1697.0,33.908521,-118.122356,RanchoSoutheast,2.0,839000.0,2025-02-19,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-30,2025-02-19,90706
5492,MS - Mission Viejo South,2.0,False,False,Two,False,OrangeCounty,2.0,0.2159,9406.0,9406.0,Koinos Real Estate Group,Young,SKIMYO4,26891.0,26891 Orchid Avenue,Mission Viejo,1990.0,False,Kim,1200.0,33.572099,-117.652618,OrangeCounty,3.0,725000.0,2025-02-03,Residential,Closed,2.0,Condominium,Orange,3.0,CA,2025-01-31,2025-02-03,92692
5493,252 - Riverside,1.0,False,False,One,False,OrangeCounty,2.0,0.17,7405.0,7405.0,The Network Agency,Elisa,OCELISAMC,9485.0,9485 Randolph Street,Riverside,1968.0,False,McGinnis,1161.0,33.952495,-117.471069,InlandValleys,2.0,589000.0,2025-02-19,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-01-27,2025-02-19,92503
5494,Unknown,1.0,False,False,Unknown,False,Mlslistings,2.0,0.0292,1273.0,1273.0,Alliance Bay Realty,Ali,CCBE-MLL5062112,1093.0,1093 Gaviota Ter,Sunnyvale,2012.0,False,Talab,1906.0,37.38769314,-121.99648188,BayEast,4.0,1658888.0,2025-02-19,Residential,Closed,2.0,Townhouse,Santa Clara,4.0,CA,2025-01-23,2025-02-19,94085
5495,Unknown,1.0,False,False,One,False,Mlslistings,2.0,0.1653,7200.0,7200.0,Intero Real Estate Services,Michael,CCBE-MLL5062416,2336.0,2336 Meredith Way,Antioch,1977.0,False,Sandoval,1595.0,37.98392208,-121.8382595,ContraCosta,2.0,628000.0,2025-02-19,Residential,Closed,2.0,SingleFamilyResidence,Contra Costa,4.0,CA,2025-01-28,2025-02-19,94509
5496,Unknown,1.0,False,False,Unknown,False,Oakland,2.0,0.057,2484.0,2484.0,Golden Gate Sothebys International Realty,Elisa,BMLS-R01427070,3115.0,3115 Harrison St,Oakland,1960.0,False,Uribe,1576.0,37.817812,-122.256983,Oakland,0.0,925000.0,2025-02-11,ResidentialIncome,Closed,4.0,Duplex,Alameda,3.0,CA,2025-01-26,2025-02-11,94611
5497,639 - Monrovia,1.0,False,False,One,False,PasadenaFoothills,2.0,0.1432,6238.0,6238.0,Keller Williams Realty,Matthew,p21379,151.0,151 N Fifth Avenue,Monrovia,1950.0,False,Peters,1031.0,34.153018,-118.021021,PasadenaFoothills,1.0,910000.0,2025-02-11,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,2.0,CA,2025-01-21,2025-02-11,91016
5498,Unknown,1.0,False,False,One,False,Mrmls,3.0,0.1941,8453.0,8453.0,NONMEMBER MRML,General,Nonmember,2089.0,2089 N Preuss Avenue,Clovis,2022.0,False,NONMEMBER,2961.0,36.869215,-119.69939,Fresno,3.0,900000.0,2025-02-06,Residential,Closed,3.0,SingleFamilyResidence,Fresno,4.0,CA,2025-02-03,2025-02-06,93619
5499,699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,1.0,0.1439,6269.0,6269.0,Compass,Theresa,ML5100050,6224.0,6224 Shadygrove Drive,Cupertino,1961.0,False,Wang,1564.0,37.31406256,-122.01185017,Mlslistings,2.0,3600000.0,2025-02-11,Residential,Closed,2.0,SingleFamilyResidence,Santa Clara,4.0,CA,2025-01-23,2025-02-11,95014
5500,639 - Monrovia,1.0,False,False,One,False,PacificWest,1.0,0.0918,4000.0,4000.0,Villa Realty Group,Linda,ecorplin,329.0,329 W Palm Avenue,Monrovia,1952.0,False,Corpuz,900.0,34.149369,-118.00656399999998,PacificWest,1.0,3185.0,2025-02-21,ResidentialLease,Closed,2.0,Duplex,Los Angeles,2.0,CA,2025-02-21,2025-02-21,91016
5501,C05 - Westwood - Century City,1.0,False,False,One,False,BeverlyHillsGreaterLa,2.0,0.4479,19509.0,19509.0,Keller Williams Beverly Hills,Michele,CLW-C125517,10373.0,10373 Almayo Avenue 301,Los Angeles,1985.0,False,Shuman,1382.0,34.047988000000004,-118.416704,Malibu,3.0,1120000.0,2025-02-27,Residential,Closed,2.0,Condominium,Los Angeles,2.0,CA,2025-01-24,2025-02-27,90064
5502,92082 - Valley Center,1.0,False,False,One,False,PacificSouthwest,2.0,2.0,87120.0,2.0,Compass,Noel,815609,30687.0,30687 Persimmon Lane,Valley Center,1986.0,False,Lawton,1422.0,33.260258,-117.006449,NorthSanDiegoCounty,2.0,815000.0,2025-02-24,Residential,Closed,8.0,SingleFamilyResidence,San Diego,3.0,CA,2025-02-02,2025-02-24,92082
5503,670 - Whittier,1.0,False,False,One,False,Southland,2.0,0.1207,5258.0,5258.0,AK Real Estate Company,Angie,F207099176,11668.0,11668 Rivera Road,Whittier,1961.0,False,Kang,1740.0,33.963617,-118.068059,OrangeCounty,2.0,805000.0,2025-02-21,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-23,2025-02-21,90606
5504,24 - Lakewood Mutuals,1.0,False,False,One,False,Southland,2.0,0.1148,5000.0,5000.0,Peter Aziz,Peter,SR165113939,2627.0,2627 Denmead Street,Lakewood,1955.0,False,Aziz,1435.0,33.851105,-118.160429,PacificWest,2.0,1125000.0,2025-02-14,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-01-21,2025-02-14,90712
5505,SMP - South Moorpark,2.0,False,False,Two,False,Conejo,2.0,0.109,4748.0,4748.0,RE/MAX ONE,Cathy,VCR-C159097363,11943.0,11943 Alderbrook Street,Moorpark,1987.0,False,Duncan,2284.0,34.26364,-118.896352,Conejo,3.0,1053425.0,2025-02-21,Residential,Closed,2.0,SingleFamilyResidence,Ventura,4.0,CA,2025-02-06,2025-02-21,93021
5506,633 - Industry/La Puente/Valinda,1.0,False,False,One,False,Downey,2.0,0.155,6750.0,6750.0,Realty Connection Group,Jun,DWHOADZU,17108.0,17108 Inyo St.,La Puente,1954.0,False,Hoang,1158.0,34.010275,-117.930832,Downey,2.0,635000.0,2025-02-04,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,4.0,CA,2025-01-19,2025-02-04,91744
5507,Unknown,2.0,False,False,Two,False,BayEast,2.0,0.1115,4857.0,4857.0,EXP Realty of California,Vibek,CCBE-206540752,1808.0,1808 Mirabella,Union City,1999.0,False,Banjade,1851.0,37.60104897,-122.04766371,ContraCosta,3.0,1680000.0,2025-02-19,Residential,Closed,2.0,SingleFamilyResidence,Alameda,3.0,CA,2025-01-29,2025-02-19,94587
5508,"34 - Los Altos, X-100",1.0,False,False,One,False,PacificWest,2.0,0.1781,7760.0,7760.0,Re/Max R. E. Specialists,Rochelle,pkramroc,6500.0,6500 E De Leon Street,Long Beach,1958.0,False,Kramer,1826.0,33.783570000000005,-118.10536299999998,PacificWest,2.0,5750.0,2025-02-13,ResidentialLease,Closed,5.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-30,2025-02-13,90815
5509,QH - Quail Hill,1.0,False,False,ThreeOrMore,False,OrangeCounty,2.0,0.1674,7264.5,7020.0,Douglas Elliman of California,Roya,doveiroy,91.0,91 Stepping Stone,Irvine,2004.0,False,Oveisi,1730.0,33.652446000000005,-117.781147,OrangeCounty,3.0,4400.0,2025-02-26,ResidentialLease,Closed,2.0,Condominium,Orange,3.0,CA,2025-02-22,2025-02-26,92603
5510,142 - Manhattan Bch Sand,2.0,False,False,Two,False,SouthBay,2.0,0.0394,1716.0,1716.0,Compass,Brook,sbbillbro,817.0,817 N Valley Drive,Manhattan Beach,1955.0,False,Billings,1420.0,33.88381,-118.406275,SouthBay,2.0,2495000.0,2025-02-25,Residential,Closed,2.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-24,2025-02-25,90266
5511,699 - Not Defined,1.0,False,False,One,False,Southland,0.0,0.1787,7782.0,7782.0,Realty Squad Inc.,Anahit,SR207068229,9844.0,9844 9846 Monogram Avenue,Northridge,1956.0,False,Yeghiazaryan,2588.0,34.249848,-118.491972,Southland,5.0,1200000.0,2025-02-03,Residential,Closed,0.0,SingleFamilyResidence,Los Angeles,6.0,CA,2024-12-05,2025-02-03,91343
5512,683 - Claremont,1.0,False,False,One,False,CitrusValley,2.0,0.0747,3255.0,3255.0,CONCIERGE REALTY GROUP,Ryan,C22486,1911.0,1911 Lockhaven Way,Claremont,1982.0,False,Zimmerman,1748.0,34.118171000000004,-117.742217,CitrusValley,2.0,787500.0,2025-02-21,Residential,Closed,4.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-24,2025-02-21,91711
5513,688 - Rancho Cucamonga,2.0,False,False,Two,False,CitrusValley,2.0,0.1102,4800.0,4800.0,RE/MAX TIME REALTY,Tina,cv34386,11126.0,11126 Shaw Street,Rancho Cucamonga,1988.0,False,Christian,1485.0,34.134079,-117.562402,CitrusValley,3.0,3300.0,2025-02-12,ResidentialLease,Closed,2.0,SingleFamilyResidence,San Bernardino,3.0,CA,2025-02-11,2025-02-12,91701
5514,PLM - Palmdale,2.0,False,False,Two,False,Southland,3.0,0.1962,8546.0,8546.0,Equity Union,Michelle,F207020248,3310.0,3310 Genoa Place,Palmdale,1991.0,False,Dubner,3028.0,34.606897,-118.188516,Southland,3.0,580000.0,2025-02-27,Residential,Closed,3.0,SingleFamilyResidence,Los Angeles,5.0,CA,2025-01-27,2025-02-27,93551
5515,Unknown,1.0,False,False,One,False,BayEast,2.0,0.1148,5000.0,5000.0,Alliance Bay Realty,May,CCBE-206530578,5851.0,5851 Musick Ave,Newark,1955.0,False,Pu,1051.0,37.54158673,-122.03286157,BayEast,2.0,1000000.0,2025-02-18,Residential,Closed,2.0,SingleFamilyResidence,Alameda,3.0,CA,2025-01-21,2025-02-18,94560
5516,Unknown,1.0,False,False,One,False,Oroville,0.0,3.86,168141.6,3.86,North State Real Estate,Mike,ORmike,140.0,140 Morningsong Lane,Oroville,1976.0,False,Hill,1248.0,39.490424,-121.443997,Oroville,2.0,250000.0,2025-02-26,Residential,Closed,9.0,ManufacturedOnLand,Butte,3.0,CA,2025-02-08,2025-02-26,95966
5517,Unknown,2.0,False,False,Two,False,Unknown,2.0,0.0854,3720.0,3720.0,OUT OF AREA,OUT OF,CCBE-CR141211,1618.0,1618 Lower Grand Ave,Piedmont,1921.0,False,AREA,2560.0,37.8253435,-122.2425312,BayEast,2.0,1550000.0,2025-02-07,Residential,Closed,2.0,SingleFamilyResidence,Alameda,5.0,CA,2025-02-01,2025-02-07,94611
5518,132 - N Torrance - West,1.0,False,False,One,False,SouthBay,1.0,0.123,5356.0,5356.0,DOMO Real Estate,Laura,SBSTERLAU,3622.0,3622 W 171st Street,Torrance,1952.0,False,DeMarco,1376.0,33.874957,-118.335818,SouthBay,2.0,1150000.0,2025-02-24,Residential,Closed,1.0,SingleFamilyResidence,Los Angeles,3.0,CA,2025-01-23,2025-02-24,90504
5519,VIC - Victorville,2.0,False,False,Two,False,CitrusValley,2.0,0.1079,4700.0,4700.0,KELLER WILLIAMS COVINA,Alicia,CV48360,14676.0,14676 Green River Road,Victorville,2001.0,False,Villarruel,1378.0,34.51728,-117.349281,RanchoSoutheast,3.0,385000.0,2025-02-24,Residential,Closed,2.0,SingleFamilyResidence,San Bernardino,4.0,CA,2025-01-17,2025-02-24,92394
5520,699 - Not Defined,1.0,False,False,Unknown,False,Mlslistings,2.0,0.19,8276.0,8276.0,"Steinbeck Real Estate, Inc.",Anna,ML5096107,760.0,760 Atherton Circle,Salinas,1969.0,False,Abad,1654.0,36.70237739,-121.62838844,Mlslistings,2.0,747500.0,2025-02-07,Residential,Closed,3.0,SingleFamilyResidence,Monterey,3.0,CA,2025-01-17,2025-02-07,93906
5521,Unknown,1.0,False,False,One,False,Oakland,0.0,0.1608,7003.0,7003.0,Compass,Gohn,CCBE-R02137345,8525.0,8525 Seneca St,Oakland,2005.0,False,McFadden,1060.0,37.7603232,-122.16175104,BayEast,1.0,625000.0,2025-02-13,Residential,Closed,3.0,SingleFamilyResidence,Alameda,2.0,CA,2025-01-24,2025-02-13,94605
5522,WLA - West Los Angeles,1.0,False,False,One,False,Claw,2.0,0.5739,25000.0,25000.0,Shaheen Moarefi,Shaheen,CLW-X84792,1836.0,1836 Colby ph9,Los Angeles,1979.0,False,Moarefi,1335.0,34.040737,-118.448761,Claw,3.0,4750.0,2025-02-06,ResidentialLease,Closed,2.0,Condominium,Los Angeles,3.0,CA,2025-02-06,2025-02-06,90025
5523,252 - Riverside,2.0,False,False,Two,False,SouthwestRiversideCounty,2.0,0.14,6098.0,6098.0,Compass,Cara,TTREDCAR,5608.0,5608 Applecross Drive,Riverside,1997.0,False,Treder,1555.0,33.948635,-117.306107,InlandValleys,3.0,639900.0,2025-02-20,Residential,Closed,2.0,SingleFamilyResidence,Riverside,3.0,CA,2025-01-30,2025-02-20,92507
